eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
12445948,EHB,1964,1,30,12,39,29.399999999999999,,99.683000000000007,1.7170000000000001,,,,170.0,,5.1100000000000003,,
12445949,EHB,1964,1,30,17,20,14.0,,143.50200000000001,23.251000000000001,,,,24.699999999999999,,4.8300000000000001,,
12445951,EHB,1964,2,2,8,54,48.5,,122.69,24.282,,,,16.300000000000001,,5.1100000000000003,,
12445952,EHB,1964,2,4,22,52,4.0,,105.254,-5.9800000000000004,,,,20.0,,5.1100000000000003,,
12445955,EHB,1964,2,5,16,15,6.0,,141.25399999999999,-3.6600000000000001,,,,75.700000000000003,,5.1100000000000003,,
12445958,EHB,1964,2,6,15,19,38.899999999999999,,120.577,-10.539999999999999,,,,30.0,,4.9699999999999998,,
12445959,EHB,1964,2,6,19,8,60.0,,126.515,24.058,,,,35.0,,4.8300000000000001,,
12445960,EHB,1964,2,7,8,34,10.4,,126.517,23.940000000000001,,,,33.5,,4.9699999999999998,,
12445962,EHB,1964,2,8,9,55,59.100000000000001,,126.18300000000001,9.2189999999999994,,,,35.0,,5.1100000000000003,,
12445966,EHB,1964,2,9,16,8,0.59999999999999998,,96.408000000000001,3.1000000000000001,,,,20.0,,5.1100000000000003,,
12445968,EHB,1964,2,10,17,28,1.3,,104.071,-6.2610000000000001,,,,42.5,,5.7999999999999998,,
12445972,EHB,1964,2,12,20,31,52.700000000000003,,146.596,-3.5459999999999998,,,,14.9,,5.6600000000000001,,
12445974,EHB,1964,2,13,3,25,42.299999999999997,,146.59999999999999,-3.4420000000000002,,,,3.1000000000000001,,4.7000000000000002,,
12445978,EHB,1964,2,14,16,29,46.700000000000003,,151.80799999999999,-5.1890000000000001,,,,61.399999999999999,,6.4900000000000002,,
12445980,EHB,1964,2,15,16,33,9.5,,152.453,-4.7709999999999999,,,,70.900000000000006,,5.6600000000000001,,
12445981,EHB,1964,2,15,22,1,53.200000000000003,,156.94499999999999,-8.4809999999999999,,,,5.0,,5.6600000000000001,,
12445983,EHB,1964,2,16,21,34,34.100000000000001,,152.01499999999999,-5.6210000000000004,,,,51.700000000000003,,6.21,,
12445984,EHB,1964,2,17,5,50,45.100000000000001,,120.661,23.108000000000001,,,,50.799999999999997,,4.9699999999999998,,
12445988,EHB,1964,2,18,4,45,37.0,,146.708,14.204000000000001,,,,27.5,,5.3899999999999997,,
12445990,EHB,1964,2,19,9,15,27.399999999999999,,107.289,-9.6210000000000004,,,,15.0,,5.3899999999999997,,
12445998,EHB,1964,2,22,21,16,27.5,,123.27800000000001,24.199999999999999,,,,30.300000000000001,,5.25,,
